ANOVA table for Choice 1 :
             sum_sq        df         F        PR(>F)
choice_1   0.029919      15.0  5.949394  1.381979e-12
Residual  83.811334  249987.0       NaN           NaN

Tukey HSD test results for Choice 1:
     Multiple Comparison of Means - Tukey HSD, FWER=0.01     
=============================================================
   group1     group2   meandiff p-adj   lower   upper  reject
-------------------------------------------------------------
 AWFIT-WFIT  WFIT-BFIT   0.0018    0.0   0.001  0.0027   True
 AWFIT-WFIT  WFIT-FFIT    0.002    0.0  0.0012  0.0028   True
 AWFIT-WFIT  WFIT-WFIT  -0.0009  0.007 -0.0018    -0.0   True
 BFIT-AWFIT  BFIT-BFIT  -0.0004 0.7688 -0.0012  0.0004  False
 BFIT-AWFIT  BFIT-FFIT  -0.0012    0.0  -0.002 -0.0004   True
 BFIT-AWFIT  BFIT-WFIT  -0.0034    0.0 -0.0042 -0.0025   True
 BFIT-AWFIT FFIT-AWFIT  -0.0009 0.0046 -0.0017    -0.0   True
 BFIT-AWFIT  FFIT-BFIT  -0.0007 0.0429 -0.0015  0.0001  False
 BFIT-AWFIT  FFIT-FFIT  -0.0013    0.0 -0.0021 -0.0005   True
 BFIT-AWFIT  FFIT-WFIT  -0.0029    0.0 -0.0038 -0.0021   True
 BFIT-AWFIT WFIT-AWFIT  -0.0013    0.0 -0.0021 -0.0005   True
 BFIT-AWFIT  WFIT-BFIT  -0.0008 0.0024 -0.0016 -0.0001   True
 BFIT-AWFIT  WFIT-FFIT  -0.0007 0.0741 -0.0015  0.0001  False
 BFIT-AWFIT  WFIT-WFIT  -0.0036    0.0 -0.0044 -0.0027   True
  BFIT-BFIT  BFIT-FFIT  -0.0008 0.0137 -0.0015     0.0  False
  BFIT-BFIT  BFIT-WFIT  -0.0029    0.0 -0.0038 -0.0021   True
  BFIT-BFIT FFIT-AWFIT  -0.0004 0.7831 -0.0012  0.0004  False
  BFIT-BFIT  FFIT-BFIT  -0.0003 0.9924 -0.0011  0.0005  False
  BFIT-BFIT  FFIT-FFIT  -0.0008 0.0024 -0.0016 -0.0001   True
  BFIT-BFIT  FFIT-WFIT  -0.0025    0.0 -0.0034 -0.0016   True
  BFIT-BFIT WFIT-AWFIT  -0.0009 0.0029 -0.0016 -0.0001   True
  BFIT-BFIT  WFIT-BFIT  -0.0004 0.7457 -0.0012  0.0003  False
  BFIT-BFIT  WFIT-FFIT  -0.0002 0.9984  -0.001  0.0005  False
  BFIT-BFIT  WFIT-WFIT  -0.0031    0.0  -0.004 -0.0023   True
  BFIT-FFIT  BFIT-WFIT  -0.0022    0.0  -0.003 -0.0013   True
  BFIT-FFIT FFIT-AWFIT   0.0003 0.9691 -0.0005  0.0011  False
  BFIT-FFIT  FFIT-BFIT   0.0005 0.5176 -0.0003  0.0012  False
  BFIT-FFIT  FFIT-FFIT  -0.0001    1.0 -0.0009  0.0007  False
  BFIT-FFIT  FFIT-WFIT  -0.0018    0.0 -0.0026 -0.0009   True
  BFIT-FFIT WFIT-AWFIT  -0.0001    1.0 -0.0009  0.0007  False
  BFIT-FFIT  WFIT-BFIT   0.0003 0.9358 -0.0004  0.0011  False
  BFIT-FFIT  WFIT-FFIT   0.0005  0.371 -0.0002  0.0013  False
  BFIT-FFIT  WFIT-WFIT  -0.0024    0.0 -0.0032 -0.0016   True
  BFIT-WFIT FFIT-AWFIT   0.0025    0.0  0.0016  0.0034   True
  BFIT-WFIT  FFIT-BFIT   0.0026    0.0  0.0018  0.0035   True
  BFIT-WFIT  FFIT-FFIT   0.0021    0.0  0.0012  0.0029   True
  BFIT-WFIT  FFIT-WFIT   0.0004 0.9232 -0.0005  0.0013  False
  BFIT-WFIT WFIT-AWFIT   0.0021    0.0  0.0012  0.0029   True
  BFIT-WFIT  WFIT-BFIT   0.0025    0.0  0.0017  0.0033   True
  BFIT-WFIT  WFIT-FFIT   0.0027    0.0  0.0018  0.0035   True
  BFIT-WFIT  WFIT-WFIT  -0.0002 0.9998 -0.0011  0.0007  False
 FFIT-AWFIT  FFIT-BFIT   0.0002    1.0 -0.0006  0.0009  False
 FFIT-AWFIT  FFIT-FFIT  -0.0004 0.7976 -0.0012  0.0004  False
 FFIT-AWFIT  FFIT-WFIT  -0.0021    0.0 -0.0029 -0.0012   True
 FFIT-AWFIT WFIT-AWFIT  -0.0004 0.8038 -0.0012  0.0004  False
 FFIT-AWFIT  WFIT-BFIT      0.0    1.0 -0.0008  0.0008  False
 FFIT-AWFIT  WFIT-FFIT   0.0002 0.9999 -0.0006   0.001  False
 FFIT-AWFIT  WFIT-WFIT  -0.0027    0.0 -0.0036 -0.0019   True
  FFIT-BFIT  FFIT-FFIT  -0.0006 0.2179 -0.0013  0.0002  False
  FFIT-BFIT  FFIT-WFIT  -0.0022    0.0 -0.0031 -0.0014   True
  FFIT-BFIT WFIT-AWFIT  -0.0006 0.2306 -0.0014  0.0002  False
  FFIT-BFIT  WFIT-BFIT  -0.0001    1.0 -0.0009  0.0006  False
  FFIT-BFIT  WFIT-FFIT      0.0    1.0 -0.0007  0.0008  False
  FFIT-BFIT  WFIT-WFIT  -0.0029    0.0 -0.0037 -0.0021   True
  FFIT-FFIT  FFIT-WFIT  -0.0017    0.0 -0.0025 -0.0008   True
  FFIT-FFIT WFIT-AWFIT     -0.0    1.0 -0.0008  0.0008  False
  FFIT-FFIT  WFIT-BFIT   0.0004 0.6877 -0.0003  0.0012  False
  FFIT-FFIT  WFIT-FFIT   0.0006 0.1328 -0.0002  0.0014  False
  FFIT-FFIT  WFIT-WFIT  -0.0023    0.0 -0.0031 -0.0015   True
  FFIT-WFIT WFIT-AWFIT   0.0017    0.0  0.0008  0.0025   True
  FFIT-WFIT  WFIT-BFIT   0.0021    0.0  0.0012  0.0029   True
  FFIT-WFIT  WFIT-FFIT   0.0023    0.0  0.0014  0.0031   True
  FFIT-WFIT  WFIT-WFIT  -0.0006 0.2634 -0.0015  0.0002  False
 WFIT-AWFIT  WFIT-BFIT   0.0004 0.6985 -0.0003  0.0012  False
 WFIT-AWFIT  WFIT-FFIT   0.0006  0.143 -0.0002  0.0014  False
 WFIT-AWFIT  WFIT-WFIT  -0.0023    0.0 -0.0031 -0.0015   True
  WFIT-BFIT  WFIT-FFIT   0.0002 0.9999 -0.0006  0.0009  False
  WFIT-BFIT  WFIT-WFIT  -0.0027    0.0 -0.0035 -0.0019   True
  WFIT-FFIT  WFIT-WFIT  -0.0029    0.0 -0.0037 -0.0021   True
-------------------------------------------------------------

ANOVA table for Choice 3 :
             sum_sq        df            F  PR(>F)
choice_3   4.796319      15.0  1011.253874     0.0
Residual  79.044934  249987.0          NaN     NaN

Tukey HSD test results for Choice 3:
     Multiple Comparison of Means - Tukey HSD, FWER=0.01     
=============================================================
   group1     group2   meandiff p-adj   lower   upper  reject
-------------------------------------------------------------
AWFIT-AWFIT AWFIT-BFIT   0.0024    0.0  0.0017   0.003   True
AWFIT-AWFIT AWFIT-FFIT  -0.0007 0.0053 -0.0015    -0.0   True
AWFIT-AWFIT AWFIT-WFIT  -0.0141    0.0 -0.0154 -0.0128   True
AWFIT-AWFIT BFIT-AWFIT   0.0012    0.0  0.0005  0.0019   True
AWFIT-AWFIT  BFIT-BFIT   0.0037    0.0   0.003  0.0043   True
AWFIT-AWFIT  BFIT-FFIT   0.0007 0.0082     0.0  0.0014   True
AWFIT-AWFIT  BFIT-WFIT  -0.0133    0.0 -0.0145 -0.0121   True
AWFIT-AWFIT FFIT-AWFIT  -0.0002 0.9994 -0.0009  0.0005  False
AWFIT-AWFIT  FFIT-BFIT   0.0023    0.0  0.0017   0.003   True
AWFIT-AWFIT  FFIT-FFIT  -0.0003 0.9669  -0.001  0.0004  False
AWFIT-AWFIT  FFIT-WFIT  -0.0141    0.0 -0.0154 -0.0128   True
AWFIT-AWFIT WFIT-AWFIT   -0.009    0.0   -0.01  -0.008   True
AWFIT-AWFIT  WFIT-BFIT  -0.0076    0.0 -0.0085 -0.0067   True
AWFIT-AWFIT  WFIT-FFIT  -0.0095    0.0 -0.0106 -0.0084   True
AWFIT-AWFIT  WFIT-WFIT  -0.0134    0.0 -0.0151 -0.0117   True
 AWFIT-BFIT AWFIT-FFIT  -0.0031    0.0 -0.0037 -0.0025   True
 AWFIT-BFIT AWFIT-WFIT  -0.0165    0.0 -0.0178 -0.0152   True
 AWFIT-BFIT BFIT-AWFIT  -0.0012    0.0 -0.0018 -0.0006   True
 AWFIT-BFIT  BFIT-BFIT   0.0013    0.0  0.0008  0.0018   True
 AWFIT-BFIT  BFIT-FFIT  -0.0017    0.0 -0.0023 -0.0011   True
 AWFIT-BFIT  BFIT-WFIT  -0.0157    0.0 -0.0168 -0.0146   True
 AWFIT-BFIT FFIT-AWFIT  -0.0026    0.0 -0.0032 -0.0019   True
 AWFIT-BFIT  FFIT-BFIT  -0.0001    1.0 -0.0006  0.0005  False
 AWFIT-BFIT  FFIT-FFIT  -0.0027    0.0 -0.0033  -0.002   True
 AWFIT-BFIT  FFIT-WFIT  -0.0164    0.0 -0.0177 -0.0152   True
 AWFIT-BFIT WFIT-AWFIT  -0.0114    0.0 -0.0123 -0.0104   True
 AWFIT-BFIT  WFIT-BFIT    -0.01    0.0 -0.0108 -0.0092   True
 AWFIT-BFIT  WFIT-FFIT  -0.0118    0.0 -0.0129 -0.0108   True
 AWFIT-BFIT  WFIT-WFIT  -0.0158    0.0 -0.0175 -0.0141   True
 AWFIT-FFIT AWFIT-WFIT  -0.0134    0.0 -0.0147 -0.0121   True
 AWFIT-FFIT BFIT-AWFIT   0.0019    0.0  0.0012  0.0026   True
 AWFIT-FFIT  BFIT-BFIT   0.0044    0.0  0.0038   0.005   True
 AWFIT-FFIT  BFIT-FFIT   0.0014    0.0  0.0008  0.0021   True
 AWFIT-FFIT  BFIT-WFIT  -0.0126    0.0 -0.0137 -0.0114   True
 AWFIT-FFIT FFIT-AWFIT   0.0005 0.1859 -0.0002  0.0013  False
 AWFIT-FFIT  FFIT-BFIT   0.0031    0.0  0.0024  0.0037   True
 AWFIT-FFIT  FFIT-FFIT   0.0004 0.5474 -0.0003  0.0012  False
 AWFIT-FFIT  FFIT-WFIT  -0.0133    0.0 -0.0146  -0.012   True
 AWFIT-FFIT WFIT-AWFIT  -0.0083    0.0 -0.0093 -0.0073   True
 AWFIT-FFIT  WFIT-BFIT  -0.0069    0.0 -0.0078  -0.006   True
 AWFIT-FFIT  WFIT-FFIT  -0.0087    0.0 -0.0098 -0.0077   True
 AWFIT-FFIT  WFIT-WFIT  -0.0127    0.0 -0.0144 -0.0109   True
 AWFIT-WFIT BFIT-AWFIT   0.0153    0.0   0.014  0.0166   True
 AWFIT-WFIT  BFIT-BFIT   0.0178    0.0  0.0165  0.0191   True
 AWFIT-WFIT  BFIT-FFIT   0.0148    0.0  0.0135  0.0161   True
 AWFIT-WFIT  BFIT-WFIT   0.0008 0.8423 -0.0008  0.0024  False
 AWFIT-WFIT FFIT-AWFIT   0.0139    0.0  0.0126  0.0152   True
 AWFIT-WFIT  FFIT-BFIT   0.0164    0.0  0.0152  0.0177   True
 AWFIT-WFIT  FFIT-FFIT   0.0138    0.0  0.0125  0.0151   True
 AWFIT-WFIT  FFIT-WFIT   0.0001    1.0 -0.0016  0.0017  False
 AWFIT-WFIT WFIT-AWFIT   0.0051    0.0  0.0036  0.0066   True
 AWFIT-WFIT  WFIT-BFIT   0.0065    0.0  0.0051  0.0079   True
 AWFIT-WFIT  WFIT-FFIT   0.0047    0.0  0.0031  0.0062   True
 AWFIT-WFIT  WFIT-WFIT   0.0007 0.9925 -0.0013  0.0028  False
 BFIT-AWFIT  BFIT-BFIT   0.0025    0.0  0.0019  0.0031   True
 BFIT-AWFIT  BFIT-FFIT  -0.0005 0.2436 -0.0011  0.0002  False
 BFIT-AWFIT  BFIT-WFIT  -0.0145    0.0 -0.0156 -0.0133   True
 BFIT-AWFIT FFIT-AWFIT  -0.0014    0.0 -0.0021 -0.0007   True
 BFIT-AWFIT  FFIT-BFIT   0.0011    0.0  0.0005  0.0017   True
 BFIT-AWFIT  FFIT-FFIT  -0.0015    0.0 -0.0022 -0.0008   True
 BFIT-AWFIT  FFIT-WFIT  -0.0152    0.0 -0.0165  -0.014   True
 BFIT-AWFIT WFIT-AWFIT  -0.0102    0.0 -0.0112 -0.0092   True
 BFIT-AWFIT  WFIT-BFIT  -0.0088    0.0 -0.0097  -0.008   True
 BFIT-AWFIT  WFIT-FFIT  -0.0107    0.0 -0.0117 -0.0096   True
 BFIT-AWFIT  WFIT-WFIT  -0.0146    0.0 -0.0163 -0.0129   True
  BFIT-BFIT  BFIT-FFIT   -0.003    0.0 -0.0035 -0.0024   True
  BFIT-BFIT  BFIT-WFIT   -0.017    0.0 -0.0181 -0.0159   True
  BFIT-BFIT FFIT-AWFIT  -0.0039    0.0 -0.0045 -0.0032   True
  BFIT-BFIT  FFIT-BFIT  -0.0014    0.0 -0.0019 -0.0008   True
  BFIT-BFIT  FFIT-FFIT   -0.004    0.0 -0.0046 -0.0033   True
  BFIT-BFIT  FFIT-WFIT  -0.0177    0.0  -0.019 -0.0165   True
  BFIT-BFIT WFIT-AWFIT  -0.0127    0.0 -0.0136 -0.0117   True
  BFIT-BFIT  WFIT-BFIT  -0.0113    0.0 -0.0121 -0.0105   True
  BFIT-BFIT  WFIT-FFIT  -0.0131    0.0 -0.0141 -0.0121   True
  BFIT-BFIT  WFIT-WFIT  -0.0171    0.0 -0.0188 -0.0154   True
  BFIT-FFIT  BFIT-WFIT   -0.014    0.0 -0.0152 -0.0129   True
  BFIT-FFIT FFIT-AWFIT  -0.0009    0.0 -0.0016 -0.0002   True
  BFIT-FFIT  FFIT-BFIT   0.0016    0.0   0.001  0.0022   True
  BFIT-FFIT  FFIT-FFIT   -0.001    0.0 -0.0017 -0.0003   True
  BFIT-FFIT  FFIT-WFIT  -0.0148    0.0  -0.016 -0.0135   True
  BFIT-FFIT WFIT-AWFIT  -0.0097    0.0 -0.0107 -0.0087   True
  BFIT-FFIT  WFIT-BFIT  -0.0083    0.0 -0.0092 -0.0075   True
  BFIT-FFIT  WFIT-FFIT  -0.0102    0.0 -0.0112 -0.0091   True
  BFIT-FFIT  WFIT-WFIT  -0.0141    0.0 -0.0158 -0.0124   True
  BFIT-WFIT FFIT-AWFIT   0.0131    0.0  0.0119  0.0143   True
  BFIT-WFIT  FFIT-BFIT   0.0156    0.0  0.0145  0.0168   True
  BFIT-WFIT  FFIT-FFIT    0.013    0.0  0.0118  0.0142   True
  BFIT-WFIT  FFIT-WFIT  -0.0008 0.8979 -0.0023  0.0008  False
  BFIT-WFIT WFIT-AWFIT   0.0043    0.0  0.0029  0.0057   True
  BFIT-WFIT  WFIT-BFIT   0.0057    0.0  0.0044   0.007   True
  BFIT-WFIT  WFIT-FFIT   0.0038    0.0  0.0024  0.0053   True
  BFIT-WFIT  WFIT-WFIT  -0.0001    1.0  -0.002  0.0019  False
 FFIT-AWFIT  FFIT-BFIT   0.0025    0.0  0.0019  0.0032   True
 FFIT-AWFIT  FFIT-FFIT  -0.0001    1.0 -0.0008  0.0006  False
 FFIT-AWFIT  FFIT-WFIT  -0.0139    0.0 -0.0151 -0.0126   True
 FFIT-AWFIT WFIT-AWFIT  -0.0088    0.0 -0.0098 -0.0078   True
 FFIT-AWFIT  WFIT-BFIT  -0.0074    0.0 -0.0083 -0.0065   True
 FFIT-AWFIT  WFIT-FFIT  -0.0093    0.0 -0.0103 -0.0082   True
 FFIT-AWFIT  WFIT-WFIT  -0.0132    0.0 -0.0149 -0.0115   True
  FFIT-BFIT  FFIT-FFIT  -0.0026    0.0 -0.0033  -0.002   True
  FFIT-BFIT  FFIT-WFIT  -0.0164    0.0 -0.0176 -0.0151   True
  FFIT-BFIT WFIT-AWFIT  -0.0113    0.0 -0.0123 -0.0104   True
  FFIT-BFIT  WFIT-BFIT  -0.0099    0.0 -0.0108 -0.0091   True
  FFIT-BFIT  WFIT-FFIT  -0.0118    0.0 -0.0128 -0.0108   True
  FFIT-BFIT  WFIT-WFIT  -0.0157    0.0 -0.0174  -0.014   True
  FFIT-FFIT  FFIT-WFIT  -0.0138    0.0  -0.015 -0.0125   True
  FFIT-FFIT WFIT-AWFIT  -0.0087    0.0 -0.0097 -0.0077   True
  FFIT-FFIT  WFIT-BFIT  -0.0073    0.0 -0.0082 -0.0064   True
  FFIT-FFIT  WFIT-FFIT  -0.0092    0.0 -0.0103 -0.0081   True
  FFIT-FFIT  WFIT-WFIT  -0.0131    0.0 -0.0148 -0.0114   True
  FFIT-WFIT WFIT-AWFIT    0.005    0.0  0.0036  0.0065   True
  FFIT-WFIT  WFIT-BFIT   0.0064    0.0  0.0051  0.0078   True
  FFIT-WFIT  WFIT-FFIT   0.0046    0.0  0.0031  0.0061   True
  FFIT-WFIT  WFIT-WFIT   0.0007 0.9967 -0.0014  0.0027  False
 WFIT-AWFIT  WFIT-BFIT   0.0014 0.0002  0.0003  0.0025   True
 WFIT-AWFIT  WFIT-FFIT  -0.0005 0.9929 -0.0017  0.0008  False
 WFIT-AWFIT  WFIT-WFIT  -0.0044    0.0 -0.0063 -0.0025   True
  WFIT-BFIT  WFIT-FFIT  -0.0018    0.0  -0.003 -0.0007   True
  WFIT-BFIT  WFIT-WFIT  -0.0058    0.0 -0.0076  -0.004   True
  WFIT-FFIT  WFIT-WFIT  -0.0039    0.0 -0.0058  -0.002   True
-------------------------------------------------------------

ANOVA table for Choice 4 :
             sum_sq        df            F  PR(>F)
choice_4   7.822370      15.0  1714.916799     0.0
Residual  76.018883  249987.0          NaN     NaN

Tukey HSD test results for Choice 4:
     Multiple Comparison of Means - Tukey HSD, FWER=0.01     
=============================================================
   group1     group2   meandiff p-adj   lower   upper  reject
-------------------------------------------------------------
AWFIT-AWFIT AWFIT-BFIT   0.0006 0.2076 -0.0002  0.0013  False
AWFIT-AWFIT AWFIT-FFIT   0.0018    0.0  0.0011  0.0025   True
AWFIT-AWFIT AWFIT-WFIT  -0.0218    0.0 -0.0234 -0.0202   True
AWFIT-AWFIT BFIT-AWFIT   0.0042    0.0  0.0035  0.0049   True
AWFIT-AWFIT  BFIT-BFIT   0.0053    0.0  0.0047   0.006   True
AWFIT-AWFIT  BFIT-FFIT   0.0062    0.0  0.0055  0.0068   True
AWFIT-AWFIT  BFIT-WFIT  -0.0163    0.0 -0.0175 -0.0151   True
AWFIT-AWFIT FFIT-AWFIT   0.0006 0.1663 -0.0002  0.0013  False
AWFIT-AWFIT  FFIT-BFIT   0.0017    0.0  0.0009  0.0024   True
AWFIT-AWFIT  FFIT-FFIT   0.0025    0.0  0.0018  0.0032   True
AWFIT-AWFIT  FFIT-WFIT  -0.0207    0.0 -0.0222 -0.0191   True
AWFIT-AWFIT WFIT-AWFIT  -0.0115    0.0 -0.0128 -0.0103   True
AWFIT-AWFIT  WFIT-BFIT  -0.0109    0.0  -0.012 -0.0097   True
AWFIT-AWFIT  WFIT-FFIT  -0.0099    0.0  -0.011 -0.0088   True
AWFIT-AWFIT  WFIT-WFIT  -0.0273    0.0 -0.0301 -0.0244   True
 AWFIT-BFIT AWFIT-FFIT   0.0012    0.0  0.0006  0.0019   True
 AWFIT-BFIT AWFIT-WFIT  -0.0224    0.0 -0.0239 -0.0208   True
 AWFIT-BFIT BFIT-AWFIT   0.0036    0.0   0.003  0.0043   True
 AWFIT-BFIT  BFIT-BFIT   0.0048    0.0  0.0042  0.0054   True
 AWFIT-BFIT  BFIT-FFIT   0.0056    0.0   0.005  0.0062   True
 AWFIT-BFIT  BFIT-WFIT  -0.0168    0.0  -0.018 -0.0157   True
 AWFIT-BFIT FFIT-AWFIT      0.0    1.0 -0.0007  0.0007  False
 AWFIT-BFIT  FFIT-BFIT   0.0011    0.0  0.0004  0.0018   True
 AWFIT-BFIT  FFIT-FFIT    0.002    0.0  0.0013  0.0026   True
 AWFIT-BFIT  FFIT-WFIT  -0.0212    0.0 -0.0227 -0.0197   True
 AWFIT-BFIT WFIT-AWFIT  -0.0121    0.0 -0.0133 -0.0109   True
 AWFIT-BFIT  WFIT-BFIT  -0.0114    0.0 -0.0126 -0.0103   True
 AWFIT-BFIT  WFIT-FFIT  -0.0105    0.0 -0.0115 -0.0094   True
 AWFIT-BFIT  WFIT-WFIT  -0.0278    0.0 -0.0307  -0.025   True
 AWFIT-FFIT AWFIT-WFIT  -0.0236    0.0 -0.0252  -0.022   True
 AWFIT-FFIT BFIT-AWFIT   0.0024    0.0  0.0018   0.003   True
 AWFIT-FFIT  BFIT-BFIT   0.0035    0.0   0.003  0.0041   True
 AWFIT-FFIT  BFIT-FFIT   0.0043    0.0  0.0038  0.0049   True
 AWFIT-FFIT  BFIT-WFIT  -0.0181    0.0 -0.0192  -0.017   True
 AWFIT-FFIT FFIT-AWFIT  -0.0012    0.0 -0.0019 -0.0005   True
 AWFIT-FFIT  FFIT-BFIT  -0.0001    1.0 -0.0008  0.0005  False
 AWFIT-FFIT  FFIT-FFIT   0.0007  0.001  0.0001  0.0014   True
 AWFIT-FFIT  FFIT-WFIT  -0.0225    0.0 -0.0239  -0.021   True
 AWFIT-FFIT WFIT-AWFIT  -0.0133    0.0 -0.0145 -0.0121   True
 AWFIT-FFIT  WFIT-BFIT  -0.0127    0.0 -0.0138 -0.0115   True
 AWFIT-FFIT  WFIT-FFIT  -0.0117    0.0 -0.0128 -0.0107   True
 AWFIT-FFIT  WFIT-WFIT  -0.0291    0.0 -0.0319 -0.0262   True
 AWFIT-WFIT BFIT-AWFIT    0.026    0.0  0.0244  0.0275   True
 AWFIT-WFIT  BFIT-BFIT   0.0271    0.0  0.0256  0.0287   True
 AWFIT-WFIT  BFIT-FFIT   0.0279    0.0  0.0264  0.0295   True
 AWFIT-WFIT  BFIT-WFIT   0.0055    0.0  0.0037  0.0073   True
 AWFIT-WFIT FFIT-AWFIT   0.0224    0.0  0.0208   0.024   True
 AWFIT-WFIT  FFIT-BFIT   0.0235    0.0  0.0219   0.025   True
 AWFIT-WFIT  FFIT-FFIT   0.0243    0.0  0.0228  0.0259   True
 AWFIT-WFIT  FFIT-WFIT   0.0011 0.7266 -0.0009  0.0032  False
 AWFIT-WFIT WFIT-AWFIT   0.0103    0.0  0.0084  0.0121   True
 AWFIT-WFIT  WFIT-BFIT   0.0109    0.0  0.0091  0.0128   True
 AWFIT-WFIT  WFIT-FFIT   0.0119    0.0  0.0101  0.0136   True
 AWFIT-WFIT  WFIT-WFIT  -0.0055    0.0 -0.0087 -0.0023   True
 BFIT-AWFIT  BFIT-BFIT   0.0011    0.0  0.0006  0.0017   True
 BFIT-AWFIT  BFIT-FFIT    0.002    0.0  0.0015  0.0025   True
 BFIT-AWFIT  BFIT-WFIT  -0.0205    0.0 -0.0216 -0.0194   True
 BFIT-AWFIT FFIT-AWFIT  -0.0036    0.0 -0.0043  -0.003   True
 BFIT-AWFIT  FFIT-BFIT  -0.0025    0.0 -0.0031 -0.0019   True
 BFIT-AWFIT  FFIT-FFIT  -0.0017    0.0 -0.0022 -0.0011   True
 BFIT-AWFIT  FFIT-WFIT  -0.0248    0.0 -0.0263 -0.0234   True
 BFIT-AWFIT WFIT-AWFIT  -0.0157    0.0 -0.0169 -0.0146   True
 BFIT-AWFIT  WFIT-BFIT  -0.0151    0.0 -0.0162 -0.0139   True
 BFIT-AWFIT  WFIT-FFIT  -0.0141    0.0 -0.0151 -0.0131   True
 BFIT-AWFIT  WFIT-WFIT  -0.0315    0.0 -0.0343 -0.0286   True
  BFIT-BFIT  BFIT-FFIT   0.0008    0.0  0.0003  0.0013   True
  BFIT-BFIT  BFIT-WFIT  -0.0216    0.0 -0.0227 -0.0205   True
  BFIT-BFIT FFIT-AWFIT  -0.0048    0.0 -0.0054 -0.0041   True
  BFIT-BFIT  FFIT-BFIT  -0.0037    0.0 -0.0043 -0.0031   True
  BFIT-BFIT  FFIT-FFIT  -0.0028    0.0 -0.0034 -0.0023   True
  BFIT-BFIT  FFIT-WFIT   -0.026    0.0 -0.0274 -0.0245   True
  BFIT-BFIT WFIT-AWFIT  -0.0169    0.0  -0.018 -0.0157   True
  BFIT-BFIT  WFIT-BFIT  -0.0162    0.0 -0.0173 -0.0151   True
  BFIT-BFIT  WFIT-FFIT  -0.0153    0.0 -0.0163 -0.0142   True
  BFIT-BFIT  WFIT-WFIT  -0.0326    0.0 -0.0354 -0.0298   True
  BFIT-FFIT  BFIT-WFIT  -0.0224    0.0 -0.0235 -0.0214   True
  BFIT-FFIT FFIT-AWFIT  -0.0056    0.0 -0.0062  -0.005   True
  BFIT-FFIT  FFIT-BFIT  -0.0045    0.0 -0.0051 -0.0039   True
  BFIT-FFIT  FFIT-FFIT  -0.0036    0.0 -0.0042 -0.0031   True
  BFIT-FFIT  FFIT-WFIT  -0.0268    0.0 -0.0283 -0.0254   True
  BFIT-FFIT WFIT-AWFIT  -0.0177    0.0 -0.0189 -0.0165   True
  BFIT-FFIT  WFIT-BFIT   -0.017    0.0 -0.0181 -0.0159   True
  BFIT-FFIT  WFIT-FFIT  -0.0161    0.0 -0.0171 -0.0151   True
  BFIT-FFIT  WFIT-WFIT  -0.0334    0.0 -0.0363 -0.0306   True
  BFIT-WFIT FFIT-AWFIT   0.0169    0.0  0.0157   0.018   True
  BFIT-WFIT  FFIT-BFIT   0.0179    0.0  0.0168  0.0191   True
  BFIT-WFIT  FFIT-FFIT   0.0188    0.0  0.0177  0.0199   True
  BFIT-WFIT  FFIT-WFIT  -0.0044    0.0 -0.0061 -0.0026   True
  BFIT-WFIT WFIT-AWFIT   0.0047    0.0  0.0032  0.0063   True
  BFIT-WFIT  WFIT-BFIT   0.0054    0.0   0.004  0.0069   True
  BFIT-WFIT  WFIT-FFIT   0.0064    0.0   0.005  0.0078   True
  BFIT-WFIT  WFIT-WFIT   -0.011    0.0  -0.014  -0.008   True
 FFIT-AWFIT  FFIT-BFIT   0.0011    0.0  0.0004  0.0018   True
 FFIT-AWFIT  FFIT-FFIT   0.0019    0.0  0.0013  0.0026   True
 FFIT-AWFIT  FFIT-WFIT  -0.0212    0.0 -0.0227 -0.0197   True
 FFIT-AWFIT WFIT-AWFIT  -0.0121    0.0 -0.0133 -0.0109   True
 FFIT-AWFIT  WFIT-BFIT  -0.0114    0.0 -0.0126 -0.0103   True
 FFIT-AWFIT  WFIT-FFIT  -0.0105    0.0 -0.0116 -0.0094   True
 FFIT-AWFIT  WFIT-WFIT  -0.0278    0.0 -0.0307  -0.025   True
  FFIT-BFIT  FFIT-FFIT   0.0009    0.0  0.0002  0.0015   True
  FFIT-BFIT  FFIT-WFIT  -0.0223    0.0 -0.0238 -0.0208   True
  FFIT-BFIT WFIT-AWFIT  -0.0132    0.0 -0.0144  -0.012   True
  FFIT-BFIT  WFIT-BFIT  -0.0125    0.0 -0.0136 -0.0114   True
  FFIT-BFIT  WFIT-FFIT  -0.0116    0.0 -0.0126 -0.0105   True
  FFIT-BFIT  WFIT-WFIT  -0.0289    0.0 -0.0318 -0.0261   True
  FFIT-FFIT  FFIT-WFIT  -0.0232    0.0 -0.0247 -0.0217   True
  FFIT-FFIT WFIT-AWFIT  -0.0141    0.0 -0.0153 -0.0129   True
  FFIT-FFIT  WFIT-BFIT  -0.0134    0.0 -0.0145 -0.0123   True
  FFIT-FFIT  WFIT-FFIT  -0.0124    0.0 -0.0135 -0.0114   True
  FFIT-FFIT  WFIT-WFIT  -0.0298    0.0 -0.0327 -0.0269   True
  FFIT-WFIT WFIT-AWFIT   0.0091    0.0  0.0073  0.0109   True
  FFIT-WFIT  WFIT-BFIT   0.0098    0.0  0.0081  0.0115   True
  FFIT-WFIT  WFIT-FFIT   0.0107    0.0   0.009  0.0124   True
  FFIT-WFIT  WFIT-WFIT  -0.0066    0.0 -0.0098 -0.0035   True
